-NEvfUx_X0TZSHMeEeqq,21/10/2022 23:24:14 286  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvfYwhgCmTU-QDGW2t,21/10/2022 23:24:32 280  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvfbf0DpG_53DHIpu4,21/10/2022 23:24:50 270  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvffTYJ480ljYYw25w,21/10/2022 23:25:3 259  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvfjSlUtpb9Jm7uJTv,21/10/2022 23:25:21 274  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvfnYkruQF_BhXQJPo,21/10/2022 23:25:33 259  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvfugYFSQgu-XB3Lp1,21/10/2022 23:26:3 275  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvfugYFSQgu-XB3Lp1,21/10/2022 23:26:3 275  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.0
-NEvfyfhw7xgTB61IqRr,21/10/2022 23:26:22 265  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvg1P-SUKOAY1NZ9WT,21/10/2022 23:26:40 261  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvg5CjsiWjeIh24vaW,21/10/2022 23:26:52 266  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvg9BiGi9afQ-9cuHk,21/10/2022 23:27:10 273  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvgD-HwrLV1gfkJ8-3,21/10/2022 23:27:23 273  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvgGzO2QrSp8BkVBTU,21/10/2022 23:27:41 262  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvgKhiRDa6Y8_Mf6Ox,21/10/2022 23:27:59 269  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvgOWCB5VQdZv5UGVu,21/10/2022 23:28:11 267  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvgSVRyIQiJDlAtDdB,21/10/2022 23:28:29 270  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvgW_HQ7X55LhlAeOb,21/10/2022 23:28:42 275  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvg_133Ggoh4Kk_3Rc,21/10/2022 23:29:0 263  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvggiHtv3Bb3XQKAII,21/10/2022 23:29:30 269  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvgkRVSWuHIymP4tEE,21/10/2022 23:29:49 272  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.
-NEvgoF5JnpjCmAaKYU7,21/10/2022 23:30:1 267  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvgoF5JnpjCmAaKYU7,21/10/2022 23:30:1 267  NAN  NAN -147.93 132120.53 -1533.04 91.60 33.1
-NEvgw1mIm4ae7niBcqU,21/10/2022 23:30:31 272  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvgw1mIm4ae7niBcqU,21/10/2022 23:30:31 272  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
-NEvh-0zhM2s8_HJbCi7,21/10/2022 23:30:49 265  NAN  NAN -147.93 132120.53 -1533.04 91.44 33.
